#country code|service name|icon image|[overlay image]
# TODO: fix country assignments, sort
HUN|Sanoma Online|http://lg.sanomaonline.hu|Images/tmp/sanomaonline.png|
ALL|Sportal|http://sportal.bg/lg|Images/tmp/sportal.png|
ALL|Com FM|http://lg.preprod.wiztivi.com/lg-comfm-frontend/dojoroot/app/pages/lg/index.jsp|Images/tmp/comfm.png|
ALL|Kamo HR|http://kamo.hr/pls/w/smarttv_lg_test.program|Images/tmp/kamo_hr.png|
ALL|Port RS|http://port.rs/smarttv_lg_test|Images/tmp/port_rs.png|
ALL|CTC|http://ctc.ctcmediatv.ru/|Images/tmp/ctc.png|
ALL|GisMeteo|http://3bd122c5.gismeteo.ru/|Images/tmp/gismeteo.png|
RUS|InfoX|http://lge.infox.ru/tv1/|Images/tmp/infox.png|
RUS|IVI RU|http://vitrina_lg.ivi.ru/|Images/tmp/ivi_ru.png|
RUS|Rian RU|http://tv-partners.rian.ru/lg/mp/|Images/tmp/rian_ru.png|
RUS|TV Rain|http://lgtv.tvrain.ru/|Images/tmp/tvrain.png|
RUS|Tvigle|http://lg.tvigle.ru/|Images/tmp/tvigle.png|
BRA|eBAND|http://videos2.band.com.br/lg/index.html|Images/tmp/eband.png|
ALL|CDF|http://test.lg.ztreaming.com/|Images/tmp/cdf_cl.png|
ALL|Buien Radar|http://buienradar.24imedia.tv|Images/tmp/buienradar.png|
ALL|FCCE|http://fcce.24imedia.tv/|Images/tmp/fcce.png|
ALL|TED|http://ted.24imedia.tv|Images/tmp/ted.png|
ALL|TomTom|http://tomtom.24imedia.tv|Images/tmp/tomtom.png|
ALL|TVGids|http://tvgids.24imedia.tv|Images/tmp/tvgids.png|
ALL|BigPond TV|http://bptvapps.bigpond.com/lglive/|Images/tmp/bigpondtv.png|
ALL|BigPond|http://bptv.bigpond.com/lg|Images/tmp/bigpond.gif|
ALL|BlinkBox|https://www.blinkbox.com/widget|Images/tmp/blinkbox.png|
ALL|GoldIran|http://netcast.goldiran.ir/|Images/tmp/goldiran.png|
ALL|BMB|http://www.beethovenmb.com/|Images/tmp/bmb.png|
ALL|Ole|http://lg.ole.com.ar/|Images/tmp/ole.png|
ALL|ABN AMRO|http://abntv.24imedia.tv/|Images/tmp/abnamro.png|
ALL|DFT TV|http://dfttv.24imedia.tv/|Images/tmp/dft.png|
ALL|Tunin FM|http://tuninfm.24imedia.tv/|Images/tmp/tuninfm.png|
ALL|Hotels Thailand|http://www.hotelsthailand.com/lg_smarttv/index.php|Images/tmp/hotelsthailand.png|
ALL|Sportal RS|http://sportal.rs/lg/news.php|Images/tmp/sportalrs.png|
ALL|Wtter AT|http://www.wetter.at/lg-netcast|Images/tmp/wetterat.png|
DEU|Die Presse|http://diepresse.com/bigscreen/|Images/tmp/diepresse.png|
ALL|The Jakarta Post|http://lgtv.thejakartapost.com/|Images/tmp/thejakartapost.png|
ALL|The Star|http://sites.thestar.com.my/lgnetcast/|Images/tmp/thestar.png|
ALL|ADN Stream|http://lgtv.adnstream.tv/|Images/tmp/adnstream.png|
RUS|Yota Play|http://lge.yotaplay.ru/|Images/tmp/yotaplay.png|
DEU|MaxDome|http://mini.maxdome.de/lg/index.html|Images/tmp/maxdome.png|
ALL|Wealth TV 3D|http://wealthtv.com/tv/lg/3d/|Images/tmp/wealthtv3d.png|
ALL|Degusta|http://netcast-panama.guiadegusta.com/|Images/tmp/degusta.png|
ALL|Mega CL|http://www.mega.cl/lg/testing/|Images/tmp/megacl.png|
RUS|Russia RU|http://www.russia.ru/lg/|Images/tmp/russiaru.png|
ALL|Wikalenda|http://www.wikalenda.com/lg/main|Images/tmp/wikalenda.png|
BRA|Terra VideoStore|http://videostore.terra.com.br/LG|Images/tmp/terra_vstore.png|
ALL|UCTV FM|http://210.50.199.71:8014/|Images/tmp/uctvfm.png|
ALL|NDTV|http://apps.ndtv.com/tv/lg/|Images/tmp/ndtv.png|
ALL|Daily Motion|http://iptv-app.dailymotion.com/dm-front-lg/|Images/tmp/dailymotion.png|
ALL|VNexpress|http://lgtv.vnexpress.net|Images/tmp/vnexpress.png|
ALL|IT News|http://itn.itv2.xooz.de|Images/tmp/itnnews.png|
ALL|CNBC|http://www.cnbcasia.com/NetcastTV|Images/tmp/cnbc.png|
ALL|CPN|http://www.cpn.com.hk/video/LG_List.asp|Images/tmp/cpn.png|
POL|Ipla PL|http://tv.ipla.pl/lg-preview/|Images/tmp/iplapl.png|
ALL|AccuWeather|http://lgtv.accu-weather.com/lg/tv2/default.aspx|Images/tmp/accuweather.png|
FRA|Orange FR|http://connectedtv-1870b.orange.fr|Images/tmp/orange.png|
ALL|MAJOR CINEPLEX|http://www.majorcineplex.com/lgsmarttv/templates/|Images/tmp/majorcineplex.png|
ALL|Sina|http://api.video.sina.com.cn/lg/|Images/tmp/Sina.gif|
ALL|Globo|http://tvlg.globo.com/|Images/tmp/globocom.gif|
ALL|NexTV|http://getnextv.tv/tvguide.LG-ST|Images/tmp/nextv.png|
ALL|Ameba|http://lg.amebatv.com/app/live/amebaLG.html|Images/tmp/ameba.png|
ALL|NFB|http://lge-app.nfb.ca/|Images/tmp/nfb.png|
ALL|TVN 2|http://lg.tvn-2.com/lg/pages/homelist.html|Images/tmp/tvn2.png|
ALL|Associated Press|http://prod.ap.lg.accedo.tv/|Images/tmp/ap.png|
ALL|Cartoon Network ID|http://tv.bibc.com/lg/cn_id/cn_id.xhtml|Images/tmp/cartoon_network_id.png|
ALL|CNN AS|http://tv.bibc.com/lg/cnn_as/cnn_as.xhtml|Images/tmp/cnn.png|
ALL|3dee Central|http://www.3deecentral.com/|Images/tmp/3deecentral.png|
ALL|The Karaoke Channel|http://www.thekaraokechannel.com/tv|Images/tmp/thekaraokechannel.png|
ALL|Viewster V3|http://www.viewster.tv/viewster_v3/lge.html|Images/tmp/viewster2.png|
ALL|Ustream|http://ce.ustream.tv:80/netcast/|Images/tmp/ustream.png|
ALL|Rhapsody|http://lg-app.rhapsody.com|Images/tmp/rhapsody.png|
ALL|Bazuca|http://bbtv.bazuca.com/|Images/tmp/bazuca.png|
ALL|Bazuca CR|http://qabbtv.lg.bazuca.com/country/CR|Images/tmp/bazuca.png|Images/tmp/overlay_cr.png
ALL|Bazuca GT|http://qabbtv.lg.bazuca.com/country/GT|Images/tmp/bazuca.png|
MEX|Bazuca MX|http://qabbtv.lg.bazuca.com/country/MX|Images/tmp/bazuca.png|
ALL|Bazuca HV|http://qabbtv.lg.bazuca.com/country/HV|Images/tmp/bazuca.png|
ALL|Bazuca SV|http://qabbtv.lg.bazuca.com/country/SV|Images/tmp/bazuca.png|
ALL|Bazuca PA|http://qabbtv.lg.bazuca.com/country/PA|Images/tmp/bazuca.png|
MEX|SundayTV MX|http://sundaytv-prev.terra.com.mx/LG|Images/tmp/sundaytvmx.png|
ALL|KPopZone|http://qt2-ph.kpopzone.lgappstv.com|Images/tmp/kpopzone.png|
ALL|RedBull|http://connected.redbull.tv/lg/home.php|Images/tmp/redbull.png|
DEU|MySpass|http://lg.hybridtv.myspass.de/lg/|Images/tmp/myspass.png|
POL|HBO GO|http://hbogo.pl/lg/|Images/tmp/hbogo.png|
